url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://dailynorthwestern.com/2025/01/06/campus/sciencetechnology/research-roundup-ai-in-maternal-health-quantum-teleportation-developments-in-parkinsons-genetic-research/,,Research Roundup,20250107T053000Z,https://dailynorthwestern.com/wp-content/uploads/2025/01/Feinberg-pic.jpg,dailynorthwestern.com,English,United States
https://www.macleayargus.com.au/story/8861087/discover-breakthrough-in-ai-and-tech-trends-at-ces-2025/,,Discover breakthrough in AI and tech trends at CES 2025 | The Macleay Argus,20250107T053000Z,https://www.macleayargus.com.au/images/transform/v1/crop/frm/172575538/2781db76-c0ef-40d3-acd8-f05760bf898a.jpeg/r0_781_8192_5082_w1200_h630_fmax.jpg,macleayargus.com.au,English,Australia
https://m.kauno.diena.lt/naujienos/ivairenybes/mokslas-ir-it/gerimas-ateities-kavos-gurmanai-jau-ragauja-dirbtinio-intelekto-kurini-1206645,,Gėrimas iš ateities : kavos gurmanai jau ragauja dirbtinio intelekto kūrinį,20250107T053000Z,https://kauno.diena.lt/sites/default/files/Vilniausdiena/Vartotoju%20zona/kamiles/french-woman-cafe-drinking-latte.jpg,m.kauno.diena.lt,Lithuanian,Lithuania
https://www.goulburnpost.com.au/story/8861087/discover-breakthrough-in-ai-and-tech-trends-at-ces-2025/?cs=2650,,Discover breakthrough in AI and tech trends at CES 2025 | Goulburn Post,20250107T053000Z,https://www.goulburnpost.com.au/images/transform/v1/crop/frm/172575538/2781db76-c0ef-40d3-acd8-f05760bf898a.jpeg/r0_781_8192_5082_w1200_h630_fmax.jpg,goulburnpost.com.au,English,Australia
https://gr.investing.com/news/pro/article-432SI-211695,,Τρεις μετοχές λογισμικού για αγορά το 2025 καθώς συνεχίζεται η ώθηση της τεχνητής νοημοσύνης Πηγή : Investing . com,20250107T053000Z,https://i-invdn-com.investing.com/redesign/images/seo/investing_300X300.png,gr.investing.com,Greek,United States
"https://www.press.pl/tresc/85227,teads-przedstawia-trendy-technologiczne-na-2025-rok_-ksztaltujace-strategie-mediow-i-marketingu",,"Teads przedstawia Trendy Technologiczne na 2025 rok , kształtujące strategie mediów i marketingu",20250107T053000Z,http://www.press.pl/images/contents/photo_85227_1735300573_big.jpg,press.pl,Polish,Poland
https://www.busseltonmail.com.au/story/8861087/discover-breakthrough-in-ai-and-tech-trends-at-ces-2025/,,Discover breakthrough in AI and tech trends at CES 2025 | Busselton - Dunsborough Mail,20250107T053000Z,https://www.busseltonmail.com.au/images/transform/v1/crop/frm/172575538/2781db76-c0ef-40d3-acd8-f05760bf898a.jpeg/r0_781_8192_5082_w1200_h630_fmax.jpg,busseltonmail.com.au,English,Australia
https://www.semissourian.com/world/stock-market-today-asian-shares-mostly-rise-after-wall-street-rally-led-by-nvidia-31cda50a,,Stock market today : Asian shares mostly rise after Wall Street rally l ... ,20250107T053000Z,https://public-assets-prod.pubgen.ai/brand_a7b06a8b-02b9-4920-9426-9b9be1d4e410/asset_8cfc283e-26c5-5649-9fef-a02dcc2f9778.jpg,semissourian.com,English,United States
https://www.breizh-info.com/2025/01/07/242349/maternites-qui-ferment-urgences-regulees-et-si-les-bretons-construisaient-leur-propre-hopital/,,"Maternités qui ferment , Urgences régulées ... Et si les Bretons construisaient leur propre hôpital ? ",20250107T053000Z,https://www.breizh-info.com/wp-content/uploads/2017/02/urgences_morlaix.jpg,breizh-info.com,French,France
https://www.newkerala.com/news/o/lok-sabha-speaker-om-birla-urges-support-women-led-enterprises-874,,Om Birla Champions Women Leadership in Democracy,20250107T053000Z,https://www.newkerala.comhttps://one.newkerala.com/images/r/om-birla-women-representatives-scheduled-tribes-ani-1968.webp,newkerala.com,English,India
https://wwwhatsnew.com/2025/01/07/mcafee-lanza-una-herramienta-con-ia-para-detectar-estafas-antes-de-que-caigas-en-ellas/,https://wwwhatsnew.com/2025/01/07/mcafee-lanza-una-herramienta-con-ia-para-detectar-estafas-antes-de-que-caigas-en-ellas/amp/,McAfee lanza una herramienta con IA para detectar estafas antes de que caigas en ellas,20250107T053000Z,https://wwwhatsnew.com/wp-content/uploads/2024/10/inteligencia-artificial.webp,wwwhatsnew.com,Spanish,Spain
https://cyprus-mail.com/2025/01/07/microsoft-plans-to-invest-80-billion-on-ai-enabled-data-centers-in-fiscal-2025,,Microsoft plans to invest $80 billion on AI - enabled data centers in fiscal 2025,20250107T053000Z,https://cyprus-mail.com/wp-content/uploads/2024/05/microsoft.jpg,cyprus-mail.com,English,Cyprus
https://www.univision.com/radio/arizona-kqmr-fm/hombre-queda-atrapado-taxi-autonomo-waymo-arizona,,Taxi autónomo Waymo gira en círculos sin control y deja atrapado a pasajero en Arizona | Univision Phoenix KTVW,20250107T053000Z,https://st1.uvnimg.com/9c/47/44abc813488393814198812199ad/waymo.jpg,univision.com,Spanish,United States
https://www.busseltonmail.com.au/story/8861087/discover-breakthrough-in-ai-and-tech-trends-at-ces-2025/?cs=2826,,Discover breakthrough in AI and tech trends at CES 2025 | Busselton - Dunsborough Mail,20250107T053000Z,https://www.busseltonmail.com.au/images/transform/v1/crop/frm/172575538/2781db76-c0ef-40d3-acd8-f05760bf898a.jpeg/r0_781_8192_5082_w1200_h630_fmax.jpg,busseltonmail.com.au,English,Australia
https://www.investors.com/news/technology/nvidia-stock-ces-2025-news-physical-ai/,,Nvidia Stock : CES 2025 News Focused On Physical AI | Investor Business Daily,20250107T053000Z,https://www.investors.com/wp-content/uploads/2024/05/Stock-Nvidia-CEOjensen-blackwellgpu-01-compay.jpg,investors.com,English,United States
https://www.morningstar.com/news/dow-jones/2025010610760/shares-of-tencent-catl-fall-after-being-added-to-pentagon-list,,"Shares of Tencent , CATL Fall After Being Added to Pentagon List",20250107T053000Z,https://images.contentstack.io/v3/assets/blt4eb669caa7dc65b2/blta7dd42ebdd7b93b8/61899b34a3c7df383578294c/morningstar-og.png,morningstar.com,English,China
https://www.macleayargus.com.au/story/8861087/discover-breakthrough-in-ai-and-tech-trends-at-ces-2025/?cs=2699,,Discover breakthrough in AI and tech trends at CES 2025 | The Macleay Argus,20250107T053000Z,https://www.macleayargus.com.au/images/transform/v1/crop/frm/172575538/2781db76-c0ef-40d3-acd8-f05760bf898a.jpeg/r0_781_8192_5082_w1200_h630_fmax.jpg,macleayargus.com.au,English,Australia
https://www.newspim.com/news/view/20250107000549,https://m.newspim.com/newsamp/view/20250107000549," [ CES 2025 ] SKC , 글라스 기판 전시 … AI 데이터센터 적용 모습 공개",20250107T053000Z,http://img.newspim.com/news/2025/01/07/2501071350094590.jpg,newspim.com,Korean,South Korea
https://www.dw.com/hi/us-to-end-restrictions-on-indian-nuclear-entities-to-boost-energy-ties-sullivan-says/a-71233739,https://amp.dw.com/hi/us-to-end-restrictions-on-indian-nuclear-entities-to-boost-energy-ties-sullivan-says/a-71233739,भारत पर लगे परमाणु प्रतिबंध हटाएगा अमेरिका – DW – 07 . 01 . 2025,20250107T053000Z,https://static.dw.com/image/71234040_6.jpg,dw.com,Hindi,Germany
https://www.busseltonmail.com.au/story/8861087/discover-breakthrough-in-ai-and-tech-trends-at-ces-2025/?cs=30776,,Discover breakthrough in AI and tech trends at CES 2025 | Busselton - Dunsborough Mail,20250107T053000Z,https://www.busseltonmail.com.au/images/transform/v1/crop/frm/172575538/2781db76-c0ef-40d3-acd8-f05760bf898a.jpeg/r0_781_8192_5082_w1200_h630_fmax.jpg,busseltonmail.com.au,English,Australia
https://www.nbcnewyork.com/news/business/money-report/samsung-electronics-banking-on-ai-to-outpace-global-growth-in-smartphones-home-appliances/6096400/,https://www.nbcnewyork.com/news/business/money-report/samsung-electronics-banking-on-ai-to-outpace-global-growth-in-smartphones-home-appliances/6096400/?amp=1,"Samsung Electronics banking on AI to outpace global growth in smartphones , home appliances",20250107T053000Z,https://media.nbcnewyork.com/2025/01/108082781-1736206258729-gettyimages-2192184665-CES_2025.jpeg?quality=85&strip=all,nbcnewyork.com,English,United States
https://www.hepburnadvocate.com.au/story/8861087/discover-breakthrough-in-ai-and-tech-trends-at-ces-2025/?cs=2929,,Discover breakthrough in AI and tech trends at CES 2025 | The Advocate - Hepburn,20250107T053000Z,https://www.hepburnadvocate.com.au/images/transform/v1/crop/frm/172575538/2781db76-c0ef-40d3-acd8-f05760bf898a.jpeg/r0_781_8192_5082_w1200_h630_fmax.jpg,hepburnadvocate.com.au,English,Australia
https://www.tvnotas.com.mx/espectaculos-mexico/adela-noriega-reaparecio-en-redes-sociales-con-un-mensaje-de-felices-fiestas-a-sus-seguidores,https://www.tvnotas.com.mx/espectaculos-mexico/adela-noriega-reaparecio-en-redes-sociales-con-un-mensaje-de-felices-fiestas-a-sus-seguidores?_amp=true, ¿ Adela Noriega reapareció en redes sociales con un mensaje de Felices Fiestas a sus seguidores ? ,20250107T053000Z,https://k3-prod-tvnotas.s3.us-west-2.amazonaws.com/brightspot/b9/bd/5aac26ef4943be187edaefd2e13f/adelanoriegaactualmente.jpg,tvnotas.com.mx,Spanish,Mexico
https://www.finanznachrichten.de/nachrichten-2025-01/64223687-logitech-g-s-streamlabs-to-launch-intelligent-streaming-assistant-in-collaboration-with-nvidia-and-inworld-ai-004.htm,,Logitech G Streamlabs to Launch Intelligent Streaming Assistant in Collaboration With NVIDIA and Inworld AI,20250107T053000Z,https://www.finanznachrichten.de/chart-nvidia-corporation-aktie-intraklein-tradegate.png,finanznachrichten.de,English,Germany
https://www.elconfidencial.com/juridico/2025-01-07/abogacia-negocios-despachos_4037214/,,"Los Reyes de la abogacía : nuevas caras , viejos retos y un año marcado por la IA",20250107T053000Z,"https://images.ecestaticos.com/_Wvz8uCZIA7yJFj_FTGA4QI1WKk=/0x0:996x747/600x315/filters:fill(white):format(jpg):quality(99):watermark(f.elconfidencial.com/file/bae/eea/fde/baeeeafde1b3229287b0c008f7602058.png,0,275,1)/f.elconfidencial.com/original/309/8c3/7bc/3098c37bc3e0d91b0c04f5bf698186f5.jpg",elconfidencial.com,Spanish,Spain
https://www.bignewsnetwork.com/news/274917332/sullivan-doval-emphasise-joint-efforts-in-technology-development-for-global-challenges,,"Sullivan , Doval emphasise joint efforts in technology development for global challenges",20250107T053000Z,https://static.bignewsnetwork.com/bnn/images/big-news-network-slogan.jpg,bignewsnetwork.com,English,United States
https://www.morningstar.com/news/dow-jones/2025010610775/news-highlights-top-company-news-of-the-day-monday-at-11-pm-et,,News Highlights : Top Company News of the Day - Monday at 11 PM ET,20250107T053000Z,https://images.contentstack.io/v3/assets/blt4eb669caa7dc65b2/blta7dd42ebdd7b93b8/61899b34a3c7df383578294c/morningstar-og.png,morningstar.com,English,China
https://www.newkerala.com/news/o/chandigarh-university-announces-launch-first-ai-augmented-futuristic-campus-ups-532,,Chandigarh University AI - Powered Campus in Unnao,20250107T053000Z,https://www.newkerala.comhttps://one.newkerala.com/images/r/newsdefault.webp,newkerala.com,English,India
https://jcmagazine.com/el-futuro-del-gambling-en-peru-tendencias-y-proyecciones-para-2025/,,El futuro del gambling en Perú : Tendencias y proyecciones para 2025,20250107T053000Z,https://jcmagazine.com/wp-content/uploads/2025/01/gambling.jpg,jcmagazine.com,Spanish,Peru
https://www.marketscreener.com/quote/stock/ACCENTURE-PLC-11521/news/Accenture-Launches-AI-Refinery-for-Industry-to-Reinvent-Processes-and-Accelerate-Agentic-AI-Journeys-48691845/,,Accenture Launches AI Refinery for Industry to Reinvent Processes and Accelerate Agentic AI Journeys,20250107T053000Z,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,marketscreener.com,English,
https://www.naftemporiki.gr/english/1874248/tax-evasion-the-deos-unit-and-all-the-new-tools-to-limit-it/,,Tax evasion : The DEOS unit and all the new tools to limit it,20250107T053000Z,https://www.naftemporiki.gr/wp-content/uploads/2023/02/foroi-forodiafygi.jpg,naftemporiki.gr,English,Greece
https://www.springfieldnewssun.com/nation-world/stock-market-today-asian-shares-mostly-rise-after-wall-street-rally-led-by-nvidia/UKKNGIB6QJD3LKTKSUA6ZN2V7M/,https://www.daytondailynews.com/nation-world/stock-market-today-asian-shares-mostly-rise-after-wall-street-rally-led-by-nvidia/UKKNGIB6QJD3LKTKSUA6ZN2V7M/?outputType=amp,Stock market today : Asian shares mostly rise after Wall Street rally led by Nvidia,20250107T053000Z,https://www.springfieldnewssun.com/resizer/v2/BCZF5Z6FISDD6JLJRI5PZFXNJY.jpg?auth=99b466d12273aaaf152fee473c49fbb58705a19203ce6edb22eea7ebf6a12854&smart=true,springfieldnewssun.com,English,United States
https://www.elconfidencial.com/cultura/2025-01-07/entrevista-michael-n-hall-biologia-molecular-envejecimiento_4036106/,https://www.elconfidencial.com/amp/cultura/2025-01-07/entrevista-michael-n-hall-biologia-molecular-envejecimiento_4036106/,"Este biólogo molecular es el mayor experto del mundo de envejecimiento :  La clave , comer poco  ",20250107T053000Z,"https://images.ecestaticos.com/T7MAwN19U1gf47TDohKm4TI6bJM=/0x0:2272x1413/600x315/filters:fill(white):format(jpg):quality(99):watermark(f.elconfidencial.com/file/bae/eea/fde/baeeeafde1b3229287b0c008f7602058.png,0,275,1)/f.elconfidencial.com/original/030/039/f85/030039f85a357d226a5f8e60ca043878.jpg",elconfidencial.com,Spanish,Spain
https://www.kmib.co.kr/article/view.asp?arcid=0025875640&code=61121111&sid1=soc,https://www.kmib.co.kr/article/view_amp.asp?arcid=0025875640,  CES 2025  휩쓸었다 … 세계시장서 통한 K - 조달기업 - 국민일보,20250107T053000Z,https://image.kmib.co.kr/online_image/2025/0107/2018062513525399163_1529902374_0025875640.jpg,kmib.co.kr,Korean,South Korea
https://www.goulburnpost.com.au/story/8861087/discover-breakthrough-in-ai-and-tech-trends-at-ces-2025/,,Discover breakthrough in AI and tech trends at CES 2025 | Goulburn Post,20250107T053000Z,https://www.goulburnpost.com.au/images/transform/v1/crop/frm/172575538/2781db76-c0ef-40d3-acd8-f05760bf898a.jpeg/r0_781_8192_5082_w1200_h630_fmax.jpg,goulburnpost.com.au,English,Australia
https://athens-times.com/the-ostrichs-tactics-cost-energy-investment-promises-von-der-leien-for-european-recomposition-of-coupling-ii-and-musk-the-new-hilton-and-the-other-iconic-works-of-2025/,,The ostrich tactics cost energy investment promises Von der Leien for European recomposition of  Coupling II  and Musk the new Hilton and the other iconic works of 2025,20250107T053000Z,,athens-times.com,English,Greece
https://www.newspim.com/news/view/20250107000500,https://m.newspim.com/newsamp/view/20250107000500,"iM증권 ,  iM - 텍톤 미국 주식 랩  판매",20250107T053000Z,http://img.newspim.com/news/2025/01/07/2501071317193770.jpg,newspim.com,Korean,South Korea
https://www.el-carabobeno.com/el-final-del-mal-absoluto/,,El final del mal absoluto,20250107T053000Z,https://www.el-carabobeno.com/wp-content/uploads/2024/07/Asdrubal-Aguiar.png,el-carabobeno.com,Spanish,Venezuela
https://www.thehindu.com/sci-tech/technology/ai-influenced-shopping-boosts-online-holiday-sales-salesforce-data-shows/article69070972.ece,https://www.thehindu.com/sci-tech/technology/ai-influenced-shopping-boosts-online-holiday-sales-salesforce-data-shows/article69070972.ece/amp/,"AI - influenced shopping boosts online holiday sales , Salesforce data shows",20250107T051500Z,https://th-i.thgim.com/public/incoming/i5gbd9/article69070976.ece/alternates/LANDSCAPE_1200/2024-12-02T165430Z_1529549825_RC28X4AVD52O_RTRMADP_3_LIGHTON-OUTLOOK.JPG,thehindu.com,English,India
https://www.univision.com/local/arizona-ktvw/hombre-queda-atrapado-taxi-autonomo-waymo-arizona,https://www.univision.com/amp/local/arizona-ktvw/hombre-queda-atrapado-taxi-autonomo-waymo-arizona,Taxi autónomo Waymo gira en círculos sin control y deja atrapado a pasajero en Arizona | Univision Phoenix KTVW,20250107T051500Z,https://st1.uvnimg.com/9c/47/44abc813488393814198812199ad/waymo.jpg,univision.com,Spanish,United States
https://www.wncw.org/2025-01-06/meta-taps-trump-ally-and-ufc-ceo-dana-white-to-join-its-board,https://www.wncw.org/2025-01-06/meta-taps-trump-ally-and-ufc-ceo-dana-white-to-join-its-board?_amp=true,Meta taps Trump ally and UFC CEO Dana White to join its board,20250107T051500Z,http://npr-brightspot.s3.amazonaws.com/4c/1c/318f06564bbf8c3a29d7899f03bb/gettyimages-2183218502.jpg,wncw.org,English,United States
https://prwire.com.au/pr/119641/2025-toys-games-fair-baby-products-fair-stationery-school-supplies-fair-open-today,,"2025 Toys & Games Fair , Baby Products Fair , Stationery & School Supplies Fair open today",20250107T051500Z,https://img.influencing.com/misc/225/345/114/o.jpg,prwire.com.au,English,Australia
https://www.thehindu.com/sci-tech/technology/ces-2025-nvidia-ceo-jensen-huang-unveils-new-gaming-chips-at-tech-conference/article69070968.ece,https://www.thehindu.com/sci-tech/technology/ces-2025-nvidia-ceo-jensen-huang-unveils-new-gaming-chips-at-tech-conference/article69070968.ece/amp/,CES 2025 : Nvidia CEO Jensen Huang unveils new gaming chips at tech conference,20250107T051500Z,https://th-i.thgim.com/public/incoming/cdda3/article69070974.ece/alternates/LANDSCAPE_1200/2024-12-04T091440Z_1542261088_RC27IBAFHUPC_RTRMADP_3_THAILAND-NVIDIA.JPG,thehindu.com,English,India
https://www.hawkesburygazette.com.au/story/8861087/discover-breakthrough-in-ai-and-tech-trends-at-ces-2025/?cs=30776,,Discover breakthrough in AI and tech trends at CES 2025 | Hawkesbury Gazette,20250107T051500Z,https://www.hawkesburygazette.com.au/images/transform/v1/crop/frm/172575538/2781db76-c0ef-40d3-acd8-f05760bf898a.jpeg/r0_781_8192_5082_w1200_h630_fmax.jpg,hawkesburygazette.com.au,English,Australia
https://www.begadistrictnews.com.au/story/8861087/discover-breakthrough-in-ai-and-tech-trends-at-ces-2025/?cs=511,,Discover breakthrough in AI and tech trends at CES 2025 | Bega District News,20250107T051500Z,https://www.begadistrictnews.com.au/images/transform/v1/crop/frm/172575538/2781db76-c0ef-40d3-acd8-f05760bf898a.jpeg/r0_781_8192_5082_w1200_h630_fmax.jpg,begadistrictnews.com.au,English,Australia
https://www.begadistrictnews.com.au/story/8861087/discover-breakthrough-in-ai-and-tech-trends-at-ces-2025/,,Discover breakthrough in AI and tech trends at CES 2025 | Bega District News,20250107T051500Z,https://www.begadistrictnews.com.au/images/transform/v1/crop/frm/172575538/2781db76-c0ef-40d3-acd8-f05760bf898a.jpeg/r0_781_8192_5082_w1200_h630_fmax.jpg,begadistrictnews.com.au,English,Australia
https://www.nynganobserver.com.au/story/8861087/discover-breakthrough-in-ai-and-tech-trends-at-ces-2025/,,Discover breakthrough in AI and tech trends at CES 2025 | Nyngan Observer,20250107T051500Z,https://www.nynganobserver.com.au/images/transform/v1/crop/frm/172575538/2781db76-c0ef-40d3-acd8-f05760bf898a.jpeg/r0_781_8192_5082_w1200_h630_fmax.jpg,nynganobserver.com.au,English,Australia
https://www.thestandard.com.hk/breaking-news/section/2/224560/Tencent-and-CATL-denied-military-ties-alleged-by-the-US,,Tencent and CATL denied military ties alleged by the US,20250107T051500Z,https://www.thestandard.com.hk/images/TSOG2.png,thestandard.com.hk,English,Hong Kong
https://www.finanznachrichten.de/nachrichten-2025-01/64223848-eqs-news-kion-group-ag-kion-nvidia-und-accenture-optimieren-lieferketten-mit-ki-gestuetzten-robotern-und-digitalen-zwillingen-022.htm,,"EQS - News : KION GROUP AG : KION , NVIDIA und Accenture optimieren Lieferketten mit KI - gestützten Robotern und digitalen Zwillingen",20250107T051500Z,https://www.finanznachrichten.de/chart-accenture-plc-aktie-intraday-tradegate.png,finanznachrichten.de,German,Germany
http://www.merkur.de/wirtschaft/experten-plaedieren-fuer-wirtschaft-first-bei-buerokratie-energie-und-zukunftsinvestitionen-zr-93498059.html,,"Experten plädieren für „ Wirtschaft first  bei Bürokratie , Energie und Zukunftsinvestitionen",20250107T051500Z,,merkur.de,German,Germany
